Row,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
673,journalArticle,2013,"Klinger, U","MASTERING THE ART OF SOCIAL MEDIA: Swiss parties, the 2011 national election and digital challenges",INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2013.782329,,"Online communication has become a central part in the communication repertoires of political actors in Western mass democracies. In Switzerland, where broadband, internet use, and media literacy are amongst the highest in the world, all major political parties run their own website and are active on social media. This article seeks to show how Swiss political parties deal with social media, how they implement it and how they use social media. The study builds on empirical data from a structural analysis of party websites, the official Facebook sites, and Twitter feeds. These social media sites were analysed for their resonance, update frequency, and thematic clusters focusing on information, mobilization, and participation. A weekly assessment of the user numbers illustrates the development of user resonance throughout the 2011 election year. While political parties claim to appreciate the dialogue and mobilization potentials of social media, they mainly use social media as an additional channel to spread information and electoral propaganda. The overall resonance is still on a very low level. The data seem to sustain the normalization hypothesis, as larger parties with more resources and voters are better able to generate effective communication and to mobilize online than small and marginal parties.",social media; INTERNET; Switzerland; political parties; POLITICAL-PARTIES; COMPETITION,WOS,244,,,,,,,
1381,journalArticle,2015,"Alhabash, Saleem; McAlister, Anna R.",Redefining virality in less broad strokes: Predicting viral behavioral intentions from motivations and uses of Facebook and Twitter.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=108768319&site=ehost-live,"With the growing sophistication of social media, virality of online content has become an indicator of online message effectiveness. We argue for a comprehensive definition that extends virality to social networking and microblogging sites, by emphasizing users’ behaviors beyond shear access and viewership. Across two studies, we investigate viral behavioral intentions (VBIs) toward pro-social messages shared on Facebook and Twitter. We further explore how motivations and uses of Facebook and Twitter predict VBIs toward messages shared on these websites. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Microblogs; Facebook (Web resource); Online social networks; Motivation (Psychology); social networking sites; viral behavioral intentions; Viral marketing; Human behavior; Microblogging sites; motivations; uses; virality,SocIndex,244,,,,,,,
561,journalArticle,2013,"Thorson, K; Driscoll, K; Ekdale, B; Edgerly, S; Thompson, LG; Schrock, A; Swartz, L; Vraga, EK; Wells, C","YOUTUBE, TWITTER AND THE OCCUPY MOVEMENT: Connecting content and circulation practices",INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2012.756051,,"Videos stored on YouTube served as a valuable set of communicative resources for publics interested in the Occupy movement. This article explores this loosely bound media ecology, focusing on how and what types of video content are shared and circulated across both YouTube and Twitter. Developing a novel data-collection methodology, a population of videos posted to YouTube with Occupy-related metadata or circulated on Twitter alongside Occupy-related keywords during the month of November 2011 was assembled. In addition to harvesting metadata related to view count and video ratings on YouTube and the number of times a video was tweeted, a probability sample of 1100 videos was hand coded, with an emphasis on classifying video genre and type, borrowed sources of content, and production quality. The novelty of the data set and the techniques adapted for analysing it allow one to take an important step beyond cataloging Occupy-related videos to examine whether and how videos are circulated on Twitter. A variety of practices were uncovered that link YouTube and Twitter together, including sharing cell phone footage as eyewitness accounts of protest (and police) activity, digging up news footage or movie clips posted months and sometimes years before the movement began; and the sharing of music videos and other entertainment content in the interest of promoting solidarity or sociability among publics created through shared hashtags. This study demonstrates both the need for, and challenge of, conducting social media research that accommodates data from multiple platforms.",MEDIA; Twitter; POLITICS; social media; social movements; ACTIVISM; YouTube; MODEL; Occupy; video; VIDEO,WOS,242,,,,,,,
515,journalArticle,,"Neiger, Brad L.; Thackeray, Rosemary; Burton, Scott H.; Giraud-Carrier, Christophe G.; Fagen, Michael C.",Evaluating Social Media’s Capacity to Develop Engaged Audiences in Health Promotion Settings: Use of Twitter Metrics as a Case Study,Health Promotion Practice,10.1177/1524839912469378,https://doi-org.ezproxy.lib.utexas.edu/10.1177/1524839912469378,"Use of social media in health promotion and public health continues to grow in popularity, though most of what is reported in literature represents one-way messaging devoid of attributes associated with engagement, a core attribute, if not the central purpose, of social media. This article defines engagement, describes its value in maximizing the potential of social media in health promotion, proposes an evaluation hierarchy for social media engagement, and uses Twitter as a case study to illustrate how the hierarchy might function in practice. Partnership and participation are proposed as culminating outcomes for social media use in health promotion. As use of social media in health promotion moves toward this end, evaluation metrics that verify progress and inform subsequent strategies will become increasingly important.",,SAGE,240,,,,,,,
1978,journalArticle,2014,"Goodyear, Victoria A.; Casey, Ashley; Kirk, David","Tweet me, message me, like me: using social media to facilitate pedagogical change within an emerging community of practice.","Sport, Education & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=98026139&site=ehost-live,"While e-support has been positioned as a means, to overcome some of the time and financial constraints to professional learning, it has largely failed to act as a medium for professional learning in physical education. Consequently, this paper positions teachers prior interest with social media acts as a type of ‘leverage’ for using sites such as Facebook and Twitter for professional learning purposes. Therefore, the purpose of this paper is to explore how social media operates as a communicative space, external to the physical site of an emerging community of practice (CoP) that supported teachers' professional learning and their subsequent longer term changing practice. This study is nested within a wider longitudinal project that explores how teachers learnt and refined their use of a pedagogical innovation (Cooperative Learning) through the overarching methodology, participatory action research. Social media emerged as a form of communication that was not in the study's original design. The paper explores 2125 interactions, through Facebook and Twitter, between five physical education teachers and a facilitator over a two-year period. Through social media, the facilitator re-enforced teachers changing practice, aided the development of the practices of an emerging CoP, and by the CoP situating their use of the innovation in the virtual world, teachers were supported in changing their practice over time, and the use of the pedagogical innovation was sustained. Interactions promoted teacher inquiry, challenged teachers to develop their existing use of the innovation further and encouraged them to work together and develop shared practices. Therefore, social media is presented here as a ‘new’ method for professional learning that supports pedagogical change and overcomes some of the financial and time implications of facilitators and teachers working together. [ABSTRACT FROM PUBLISHER]",Social media; Social media in education; Technology; Communities of practice; Educational technology; Cooperative learning; e-Support; Educational innovations; Group work in education; Innovation; Pedagogical change; Physical education research; Professional education; Professional learning; Training of physical education teachers,SocIndex,240,,,,,,,
907,journalArticle,2011,"Dijck, José van",Tracing Twitter: The rise of a microblogging platform.,International Journal of Media & Cultural Politics,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=74549856&site=ehost-live,"This article uses 'interpretative flexibility' as a concept to analyse the early development of one specific microblogging site: Twitter. By tracing microblogging's instable meaning in its early years (2006-10), we try to understand how the platform's meaning was shaped by a variety of human and non-human actors: technological design, usage, content and business models. By tracking microblogging's instable meaning in its infant years, we may get a fuller understanding of how this new technology plays out in a complex Internet milieu of push-and-pull forces. Reconstructing interpretative flexibility while the technology is still in flux - and thus open to manoeuvring - may give rise to new perspectives on how power relationships transpire in a networked environment. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Microblogs; Twitter; Online social networks; social networking sites; Web 2.0; microblogging; Business models; business models; COMPUTER network resources; interface design; media technologies; networking theory; Web design,SocIndex,239,,,,,,,
768,journalArticle,2013,"Dang-Xuan, Linh; Stieglitz, Stefan; Wladarsch, Jennifer; Neuberger, Christoph",AN INVESTIGATION OF INFLUENTIALS AND THE ROLE OF SENTIMENT IN POLITICAL COMMUNICATION ON TWITTER DURING ELECTION PERIODS.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=87844698&site=ehost-live,"In this paper, the authors investigate how Twitter is used for political communication during election periods with a specific focus on characteristics and communication behavior of influential accounts. Our analysis focuses on the state parliament election in Berlin (Germany) on 18 September 2011. Tweets of the top-30 most retweeted users are analyzed with respect to content-related features such as emotionality, appraisal of political parties or politicians, and topics. Furthermore, the authors test hypotheses regarding the relationship between sentiment in terms of emotionality and appraisals occurring in tweets and their quantity and speed of dissemination. Our work helps both researchers and politicians to better understand the nature of influentials in political communication and the role of sentiment in information diffusion on Twitter. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Microblogs; Information dissemination; Twitter; political communication; Political communication; Trend setters; influentials; sentiment; election campaign; Berlin (Germany); Election of legislators; Sentimentalism,SocIndex,237,,,,,,,
1889,journalArticle,,"Tinati, Ramine; Halford, Susan; Carr, Leslie; Pope, Catherine",Big Data: Methodological Challenges and Approaches for Sociological Analysis,Sociology,10.1177/0038038513511561,https://doi-org.ezproxy.lib.utexas.edu/10.1177/0038038513511561,"The emergence of Big Data is both promising and challenging for social research. This article suggests that realising this promise has been restricted by the methods applied in social science research, which undermine our potential to apprehend the qualities that make Big Data so appealing, not least in relation to the sociology of networks and flows. With specific reference to the micro-blogging website Twitter, the article outlines a set of methodological principles for approaching these data that stand in contrast to previous research; and introduces a new tool for harvesting and analysing Twitter built on these principles. We work our argument through an analysis of Twitter data linked to political protest over UK university fees. Our approach transcends earlier methodological limitations to offer original insights into the flow of information and the actors and networks that emerge in this flow.",,SAGE,237,,,,,,,
1131,journalArticle,2020,"Jimenez‐Sotomayor, Maria Renee; Gomez‐Moreno, Carolina; Soto‐Perez‐de‐Celis, Enrique","Coronavirus, Ageism, and Twitter: An Evaluation of Tweets about Older Adults and COVID‐19.",Journal of the American Geriatrics Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=145116457&site=ehost-live,"OBJECTIVES In March 2020, the World Health Organization declared coronavirus disease 2019 (COVID‐19) a pandemic. High morbidity and mortality rates of COVID‐19 have been observed among older adults and widely reported in both mainstream and social media. The objective of this study was to analyze tweets related to COVID‐19 and older adults, and to identify ageist content. DESIGN We obtained a representative sample of original tweets containing the keywords ""elderly,"" ""older,"" and/or ""boomer"" plus the hashtags ""#COVID19"" and/or ""#coronavirus."" SETTING Tweets posted between March 12 and March 21, 2020. MEASUREMENTS We identified the type of user and number of followers for each account. Tweets were classified by three raters as (1) informative, (2) personal accounts, (3) personal opinions, (4) advice seeking, (5) jokes, and (6) miscellaneous. Potentially offensive content, as well as that downplaying the severity of COVID‐19 because it mostly affects older adults, was identified. RESULTS: A total of 18,128 tweets were obtained, of which a random sample of 351 was analyzed. Most accounts (91.7%) belonged to individuals. The most common types of tweets were personal opinions (31.9%), followed by informative tweets (29.6%), jokes/ridicule (14.3%), and personal accounts (13.4%). Overall, 72 tweets (21.9%) likely intended to ridicule or offend someone and 21.1% had content implying that the life of older adults was less valuable or downplayed the relevance of COVID‐19. CONCLUSION: Most tweets related to COVID‐19 and older adults contained personal opinions, personal accounts, and jokes. Almost one‐quarter of analyzed tweets had ageist or potentially offensive content toward older adults. J Am Geriatr Soc 68:1661‐1665, 2020. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Microblogs; Descriptive statistics; Qualitative research; COVID-19; Communication; Public opinion; COVID‐19; social media; Language & languages; Ageism; Geriatrics; Text messages; ageism; Communicable diseases in old age; geriatrics; Twitter messaging; Wit & humor,SocIndex,236,,,,,,,
1128,journalArticle,2012,"Giglietto, Fabio; Rossi, Luca; Bennato, Davide","The Open Laboratory: Limits and Possibilities of Using Facebook, Twitter, and YouTube as a Research Data Source.",Journal of Technology in Human Services,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=83933450&site=ehost-live,"A growing amount of content is published worldwide every day by millions of social media users. Most of this content is public, permanent, and searchable. At the same time, the number of studies proposing different techniques and methodologies to exploit this content as data for researchers in different disciplines is also growing. This article presents an up-to-date literature review that frames available studies using Facebook, Twitter, and YouTube as data sources, in the perspective of traditional approaches for social scientists: ethnographical, statistical, and computational. The aim is to offer an overview of strengths and weaknesses of different approaches in the context of the possibilities offered by the different platforms. [ABSTRACT FROM AUTHOR]",social media; Research; methodology; Social sciences; computational social science; Electronic publications; ethnography; Ethnology research; literature review; Motion pictures,SocIndex,233,,,,,,,
839,journalArticle,2018,"Vraga, Emily K.; Bode, Leticia",I do not believe you: how providing a source corrects health misperceptions across social media platforms.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=130244140&site=ehost-live,"Social media are often criticized as serving as a source of misinformation, but in this study we examine how they may also function to correct misperceptions on an emerging health issue. We use an experimental design to consider social correction that occurs via peers, testing both the type of correction (i.e., whether a source is provided or not) and the platform on which the correction ocratcurs (i.e., Facebook versus Twitter). Our results suggest that a source is necessary to correct misperceptions about the causes of the Zika virus on both Facebook and Twitter, but the mechanism by which such correction occurs differs across platforms. Implications for successful social media campaigns to address health misinformation are addressed. [ABSTRACT FROM AUTHOR]","Social media; Twitter (Web resource); Twitter; social media; Facebook (Web resource); health; Facebook; Misinformation; Zika Virus Epidemic, 2015-; Common misconceptions",SocIndex,232,,,,,,,
1587,journalArticle,,"Eady, Gregory; Nagler, Jonathan; Guess, Andy; Zilinsky, Jan; Tucker, Joshua A.",How Many People Live in Political Bubbles on Social Media? Evidence From Linked Survey and Twitter Data,SAGE Open,10.1177/2158244019832705,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2158244019832705,"A major point of debate in the study of the Internet and politics is the extent to which social media platforms encourage citizens to inhabit online “bubbles” or “echo chambers,” exposed primarily to ideologically congenial political information. To investigate this question, we link a representative survey of Americans with data from respondents’ public Twitter accounts (N = 1,496). We then quantify the ideological distributions of users’ online political and media environments by merging validated estimates of user ideology with the full set of accounts followed by our survey respondents (N = 642,345) and the available tweets posted by those accounts (N 1.2 billion). We study the extent to which liberals and conservatives encounter counter-attitudinal messages in two distinct ways: (a) by the accounts they follow and (b) by the tweets they receive from those accounts, either directly or indirectly (via retweets). More than a third of respondents do not follow any media sources, but among those who do, we find a substantial amount of overlap (51%) in the ideological distributions of accounts followed by users on opposite ends of the political spectrum. At the same time, however, we find asymmetries in individuals’ willingness to venture into cross-cutting spaces, with conservatives more likely to follow media and political accounts classified as left-leaning than the reverse. Finally, we argue that such choices are likely tempered by online news watching behavior.",,SAGE,231,,,,,,,
1386,journalArticle,2018,"Chadwick, Andrew; Vaccari, Cristian; O’Loughlin, Ben",Do tabloids poison the well of social media? Explaining democratically dysfunctional news sharing.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=132694740&site=ehost-live,"The use of social media for sharing political information and the status of news as an essential raw material for good citizenship are both generating increasing public concern. We add to the debates about misinformation, disinformation, and “fake news” using a new theoretical framework and a unique research design integrating survey data and analysis of observed news sharing behaviors on social media. Using a media-as-resources perspective, we theorize that there are elective affinities between tabloid news and misinformation and disinformation behaviors on social media. Integrating four data sets we constructed during the 2017 UK election campaign—individual-level data on news sharing (N = 1,525,748 tweets), website data (N = 17,989 web domains), news article data (N = 641 articles), and data from a custom survey of Twitter users (N = 1313 respondents)—we find that sharing tabloid news on social media is a significant predictor of democratically dysfunctional misinformation and disinformation behaviors. We explain the consequences of this finding for the civic culture of social media and the direction of future scholarship on fake news. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Disinformation; Political campaigns; social media; Social media & politics; news; Information sharing; misinformation; Tabloid newspapers; “fake news”; news sharing; tabloid news,SocIndex,228,,,,,,,
550,journalArticle,2017,"Waisbord, S; Amado, A",Populist communication by digital means: presidential Twitter in Latin America,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2017.1328521,,"In this paper, we analyze the uses of Twitter by populist presidents in contemporary Latin America in the context of the debates about whether populism truly represents a revolution in public communication - that is, overturning the traditional hierarchical model in favor of popular and participatory communication. In principle, Twitter makes it possible to promote the kind of interactive communication often praised in populist rhetoric. It offers a flattened communication structure in contrast to the top-down structure of the traditional legacy media. It is suitable for horizontal, unmediated exchanges between politicians and citizens. Our findings, however, suggest that Twitter does not signal profound changes in populist presidential communication. Rather, it represents the continuation of populism's top-down approach to public communication. Twitter has not been used to promote dialogue among presidents and publics or to shift conventional practices of presidential communication. Instead, Twitter has been used to reach out the public and the media without filters or questions. It has been incorporated into the presidential media apparatus as another platform to shape news agenda and public conversation. Rather than engaging with citizens to exchange views and listen to their ideas, populists have used Twitter to harass critical journalists, social media users and citizens. Just like legacy media, Twitter has been a megaphone for presidential attacks on the press and citizens. It has provided with a ready-made, always available platforms to lash out at critics, conduct personal battles, and get media attention.",Social media; POLITICAL COMMUNICATION; Twitter; FACEBOOK; political communication; populism; CANDIDATES; ELECTION CAMPAIGN; presidential communication; TWEETS,WOS,227,,,,,,,
659,journalArticle,2013,"Bucher, E; Fieseler, C; Suphan, A",THE STRESS POTENTIAL OF SOCIAL MEDIA IN THE WORKPLACE,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2012.710245,,"Social media have enriched the communication profession with new and immediate ways of stakeholder interaction. Along with new possibilities also come challenges - as professionals are engaging in real-time conversations with their audiences on Facebook, Twitter, blogs and the like, they have to learn to mentally cope with an oversupply of possibly relevant information, with an invasion of work matters into the private domain and with changing work contents and structures. This paper proposes a measurement routed in the technostress and overload research to assess these challenges brought to communication workforces by social media. These data were collected in a quantitative survey among 2,579 marketing and communication professionals. Based on an exploratory factor analysis, we demonstrate that being literate in an age of social media encompasses not only knowing how to retrieve and process information appropriately in various social settings, but also - and maybe more importantly - to mentally cope with overload, invasion and uncertainty.",IMPACT; social media; ORGANIZATIONS; WORK; HOME; coping; information overload; scale development; stress; INDIVIDUAL-DIFFERENCES; INFORMATION OVERLOAD; LITERACY; TECHNOSTRESS,WOS,227,,,,,,,
1761,journalArticle,2014,"Kwon, Sang Jib; Park, Eunil; Kim, Ki Joon",What drives successful social networking services? A comparative analysis of user acceptance of Facebook and Twitter.,Social Science Journal,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=99514214&site=ehost-live,"This study identifies perceived mobility, security, connectedness, system and service quality, usefulness, attitude, and flow experience as key motivational factors for using social networking services (SNSs), and develops a theoretical model that explicates the process in which users adopt Facebook and Twitter by integrating these factors with the technology acceptance model (TAM). While results of structural equation modeling (SEM) on the collected data ( N = 2,214) verified the validity and reliability of the research model, Facebook and Twitter users were found to emphasize different motivational factors when deciding to use SNSs. The implications of notable findings and directions for future studies are discussed. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Twitter; Facebook (Web resource); Online social networks; Facebook; Comparative studies; Quality of service; Social networking services; Technology acceptance model,SocIndex,224,,,,,,,
680,journalArticle,2014,"Poell, T",Social media and the transformation of activist communication: exploring the social media ecology of the 2010 Toronto G20 protests,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2013.812674,,"How does the massive use of social media in contemporary protests affect the character of activist communication? Moving away from the conceptualization of social media as tools, this research explores how activist social media communication is entangled with and shaped by heterogeneous techno-cultural and political economic relations. This exploration is pursued through a case study on the social media reporting efforts of the Toronto Community Mobilization Network, which coordinated and facilitated the protests against the 2010 Toronto G-20 summit. The network urged activists to report about the protests on Twitter, YouTube, and Flickr, tagging their contributions #g20report. In addition, it set up a Facebook group and used a blog. The investigation, first, traces the hyperlink network in which the protest communication was embedded. The hyperlink analysis provides a window on the online ecology in which this communication unfolded. In addition, the examination interrogates how the particular technological architectures, related user practices, and business models of the various social platforms steered communication. This investigation shows that the use of social media brings about an acceleration of activist communication, and greatly enhances its visual character. Moreover, as activists massively embrace corporate social media, they increasingly lose control over the data they collective produce, as well as over the very architectures of the spaces through which they communicate.",NEWS; social media; political economy; activist communication; hyperlink analysis; technological architectures; ENVIRONMENTAL PROTEST,WOS,218,,,,,,,
1377,journalArticle,2015,"Vaccari, Cristian; Valeriani, Augusto",Follow the leader! Direct and indirect flows of political communication during the 2013 Italian general election campaign.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=109193690&site=ehost-live,"This article evaluates the potential that Twitter affords politicians to communicate to citizens directly, through messages that they broadcast to users who follow them, and indirectly, to the extent that their followers autonomously re-circulate politicians’ messages to their own contacts. Analysis of more than 2 million accounts of followers of 10 national party leaders during the Italian 2013 general election campaign shows that most users are rather inactive and have very small followings. Moreover, the most followed politicians have on average the least active and followed users, and vice versa. Users’ activity and followings are also unevenly distributed, with very tiny minorities accounting for the vast majority of tweets and followers. The most followed followers of politicians are celebrities in realms other than politics, or people who are already highly visible in the politics-media ecosystem. Our findings suggest that most of the potential for indirect communication may lie in the “vital middle” of the Twitter population who are more active than average, but are not part of the restricted elite of high-impact outliers. [ABSTRACT FROM AUTHOR]","Italy; Twitter (Web resource); Elections; Twitter; Political campaigns; Politicians; political communication; Political communication; Social media & politics; election campaigns; Celebrity politics; Italian politics & government, 1994-; lurkers; political discussion; social media and politics; two-step flow of communication",SocIndex,218,,,,,,,
567,journalArticle,2013,"Murthy, D; Longwell, SA",TWITTER AND DISASTERS: The uses of Twitter during the 2010 Pakistan floods,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2012.696123,,"This research explores the specific use of the prominent social media website Twitter during the 2010 Pakistan floods to examine whether users tend to tweet/retweet links from traditional versus social media, what countries these users are tweeting from, and whether there is a correlation between location and the linking of traditional versus social media. The study finds that Western users have an overwhelming preference for linking to traditional media and Pakistani users have a slight preference for linking to social media. The study also concludes that authorities and hubs in our sample have a significant preference for linking to social media rather than traditional media sites. The findings of this study suggest that there is a perceived legitimacy of social media during disasters by users in Pakistan. Additionally, it provides insights into how social media may be - albeit minimally - challenging the dominant position of traditional media in disaster reporting in developing countries.",Twitter; authority; social network analysis; network ties; new media; social factors,WOS,216,,,,,,,
146,journalArticle,2017,"WILLIAMS, MATTHEW L.; BURNAP, PETE; SLOAN, LUKE",CRIME SENSING WITH BIG DATA: THE AFFORDANCES AND LIMITATIONS OF USING OPEN-SOURCE COMMUNICATIONS TO ESTIMATE CRIME PATTERNS.,British Journal of Criminology,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=121316309&site=ehost-live,This paper critically examines the affordances and limitations of big data for the study of crime and disorder. We hypothesize that disorder-related posts on Twitter are associated with actual police crime rates. Our results provide evidence that naturally occurring social media data may provide an alternative information source on the crime problem. This paper adds to the emerging field of computational criminology and big data in four ways: (1) it estimates the utility of social media data to explain variance in offline crime patterns; (2) it provides the first evidence of the estimation offline crime patterns using a measure of broken windows found in the textual content of social media communications; (3) it tests if the bias present in offline perceptions of disorder is present in online communications; and (4) it takes the results of experiments to critically engage with debates on big data and crime prediction. [ABSTRACT FROM AUTHOR],Big data; Twitter (Web resource); social media; big data; Crime statistics; Criminal methods; predictive policing; broken windows; Broken windows policing; computational criminology; open-source communications; Predictive policing,SocIndex,214,,,,,,,
1487,journalArticle,2013,"Procter, Rob; Crump, Jeremy; Karstedt, Susanne; Voss, Alex; Cantijoch, Marta",Reading the riots: what were the police doing on Twitter?,Policing & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=91557438&site=ehost-live,"The widespread adoption of new forms of digital communication platforms such as micro-blogging sites presents both an opportunity and a challenge for researchers interested in understanding people's attitudes and behaviours, especially in the context of unfolding crises and the need for government agencies such as the police to inform the public and act swiftly to ensure public order and safety. In this paper, we use a study of a recent public order crisis in England to explore how the police, other organisations and individuals used Twitter as they responded to this event. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Microblogs; social media; Police; policing; Digital communications; big data; Public policy (Law); riots; Riots,SocIndex,213,,,,,,,
43,journalArticle,2017,"Blank, Grant; Lutz, Christoph","Representativeness of Social Media in Great Britain: Investigating Facebook, LinkedIn, Twitter, Pinterest, Google+, and Instagram.",American Behavioral Scientist,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=124605617&site=ehost-live,"Sociological studies show that Internet access, skills, uses, and outcomes vary between different population segments. However, we lack differentiated statistical evidence of the social characteristics of users of distinct social media platforms. We address this issue using a representative survey of Great Britain and investigate the social characteristics of six major social media platforms. We find that age and socioeconomic status are driving forces of several—but not all—of these platforms. The findings suggest that no social media platform is representative of the general population. The unrepresentativeness has major implications for research that uses social media as a data source. Social media data cannot be used to generalize to any population other than themselves. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); United Kingdom; Twitter; social media; Facebook (Web resource); Facebook; Social media research; Instagram; Digital divide; digital divide; Google+; Google+ (Web resource); LinkedIn; LinkedIn (Web resource); Pinterest; Pinterest (Web resource); representativeness,SocIndex,211,,,,,,,
1408,journalArticle,2015,"Freelon, Deen","Discourse architecture, ideology, and democratic norms in online political discussion.",New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=102290409&site=ehost-live,"Studies of political discussions online have been dominated by approaches that focus exclusively on deliberation, ignoring other equally relevant communication norms. This study conducts a normative assessment of discussion spaces in two prominent web platforms—Twitter hashtags and newspaper comment sections devoted to particular political issues—applying the norms of communitarianism, liberal individualism, and deliberation. The platforms’ distinct design features and users’ left/right issue stances emerge as significant predictors of normative differences. [ABSTRACT FROM PUBLISHER]",Twitter (Web resource); Political participation; Twitter; Content analysis; content analysis; Deliberation; Electronic newspapers; Online comments; Comments; deliberation; newspaper; normative; Normative theory (Communication),SocIndex,211,,,,,,,
56,journalArticle,2015,"Levin, Brian",The Original Web of Hate.,American Behavioral Scientist,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=110353438&site=ehost-live,"Before the Islamic State in Iraq and the Levant (ISIL) leveraged the Internet into a truly modern quasi-state propaganda machine through horrendous online videos, travel handbooks, and sophisticated Twitter messengering, more humble yet highly effective precursors targeted youthful Western Muslims for radicalism, during a time when home grown plots peaked. These brash new entrants into the crowded freewheeling world of extremist cyber-haters joined racists, religious extremists of other faiths, Islamophobes, single issue proponents, as well as anti-government rhetoriticians and conspiracists. The danger from these evolving new provocateurs, then and now, is not that they represent a viewpoint that is widely shared by American Muslims. However, the earlier successful forays by extremist Salafists, firmly established the Internet as a tool to rapidly radicalize, train and connect a growing, but small number of disenfranchised or unstable young people to violence. The protections that the First Amendment provide to expression in the United States, contempt for Western policies and culture, contorted fundamentalism, and the initial successes of these early extremist Internet adopters, outlined here, paved the way for the ubiquitous and sophisticated online radicalization efforts we see today. [ABSTRACT FROM AUTHOR]","Terrorism; Mujahideen; Computer network resources; Internet & terrorism; Internet; Islam; terrorism; Qaida (Organization); Al-Awlaki, Anwar, 1971-2011; Domestic terrorism; radicalism; Radicalism -- Religious aspects; Religious extremists",SocIndex,209,,,,,,,
1691,journalArticle,2012,"Gaby, S; Caren, N","Occupy Online: How Cute Old Men and Malcolm X Recruited 400,000 US Users to OWS on Facebook",SOCIAL MOVEMENT STUDIES,10.1080/14742837.2012.708858,,"What attracted so many supporters of the Occupy Wall Street movement to the movement's Facebook pages? Using a database of 1500 Facebook Occupy group pages, we analyze the types of posts that recruit new users. In the case of the Occupy movement, the success of recruiting over 400,000 users to Facebook was driven by user-created content produced in a medium that encourages contributions and sharing to an existing set of dense networks of potential movement sympathizers. We find that the posts that are most successful at recruiting active Facebook engagement utilize existing forms of communication, such as sharing pictures and status updates. We also find that posts that use confrontational messages and messages about solidarity appear most often in the top posts. Our findings suggest that online social networking tools such as Facebook and Twitter provide a powerful tool for movements to rapidly spread information and reach broad audiences. In addition, we offer some analysis of the impact of these findings for social movements that hope to utilize Facebook.",Facebook; social movements; images; Occupy movement; information and communications technology; movement recruitment,WOS,209,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
